"受付番号","意見"
"185001345000001572","> （２）AIと著作権の関係に関する従来の整理> 法第 30 条の４の対象となる利用行為生成AIの目的は生成物、つまり著作物そのものを生み出すことである。つまり、学習・開発の目的が最終的に利用者の任意の著作物を生み出すことであることから「著作物に表現された思想又は感情の享受を目的としない行為」に当たるとはならない。この解釈を国が認めてしまうのであれば、著作権の侵害などいくらでも無意味にすることができる。（例えばゲーム開発等において不正に入手した他者の著作物のパターンをＡＩに学習させて利用するなど）また上記の補足として、本項では記述上同じ「学習」と呼んでいるようだが、人間の学習と機械学習は明らかに性質が異なるものである。数千億、数兆の著作物のデータをすべて「学習」して複写レベルで出力を再現できる人間などいない。このように人間とは全く異なる、「AIによる最新の機械学習」を現行の著作権法の自由解釈で運用しようとすること自体が誤っている。生成AI開発上での著作物の窃盗、侵害行為を認めるための詭弁であり、きちんと法改正を検討すべきである。かつて高級果実の苗が無断で海外に持ち出され、我が国の農家が多大な被害を受けた。生成AIの学習データ問題はまさにこれと同じ構図である「果実の種（実）を盗んで育てて出来た果実を販売しても、それは盗んだ実そのものではないから問題ない」このような加害者の理論は到底理解できるものではなく、合法と認めること自体がおかしい。そのような主張は「合法なら人のものを盗んでもよい」ということであり、開発者や利用者の倫理観の欠如であり、そこから健全な文化が生まれるとは思えない。にもかかわらず、自国から大量の著作物が盗まれた事実を許そうという文化庁の動きは理解できない。よって著作者の許諾を受けずにデータ収集を行えるようにすること自体、意見としては認められない。きちんと著作者の権利と著作物を守っていただきたい。"
"185001345000001573","AIを使用することで生身の人間が作るものが減っていってオリジナリティのあるコンテンツがなくなるのではと不安です。よってこの案には反対です。"
"185001345000001574","画像生成AIについての意見です。方々で情報を見た限りですと、まともな方がお役人様にいらっしゃらないのか、様子がおかしいようなので言わせていただくのですが、『奪った著作物をよそ様から奪った著作物と混ぜ合わせて本人様たちの許可なく出力したもの』を「これは私の自作です」と胸を張れる作品と言えるのでしょうか？ 文字入力で出てきただけの産業廃棄物を文化的な価値ある資産だと言えるのでしょうか？『有耶無耶にしてなかったことにしたいようなお考え』が透けて見えるのですが、正直理解できません。申し開きがございましたら親切丁寧にお教えいただけないでしょうか？なんのために日本にいるのか、今後の日本の文化をどうしたいのか今一度ご再考いただければ幸いです。"
"185001345000001575","「AIと著作権に関する考え方について（素案）」のP10～11の記載「この際の生成については、通常、学習データの切り貼りではないとされる。」についてですが、現状の学習データはインターネット上に公開されているイラストなどを無断転載したものであり、そのことから生成物は学習データの切り貼りです。個人的に、デザインやイラストといった作品のたたき台や、（自分のイラストを元にした）色ラフなどのパターン違いの作成に生成AIを利用することには賛成です（そこからイメージを膨らませ、自分の手で描き直す、といった使用方法）。ですが、生成AIにより出力された生成物をそのまま使用することは、既存のクリエイターたちが積み上げてきた結果を盗むような行為であると考え、努力した成果が盗まれるのであれば、今後クリエイターは育ちません。「生成AIで作成した生成物をそのまま使用しない」「生成AIで作成された生成物にはウォーターマークを義務づける」といった規制が必要だと考えます。"
"185001345000001576","学習・開発段階AIの学習機能が1個人のPC内で学習が行われ、非営利目的で使用される場合は著作権を侵害しないと考えます。しかし、多くが運営会社のAIシステムに吸収されます。AIが生成する成果物が著作権を侵害しているかどうかもありますが、AIというツールそのものが、運営/開発企業は営利目的としてそれを開発している以上、人間とは異なります。物質に例えるならば、ＡＩが学習する対象物は商品のパーツや技術だと考えます。メーカーが製造する商品においては製造に用いられた技術、そのパーツが他社の特許を侵害していた場合、製造者ではなく特許保有者の権利が守られます。ＡＩのパーツとなるものはそれを動かすスクリプトやサーバーもありますが、学習する対象もパーツです。学習物というパーツがなければＡＩは成長しません。よって、ＡＩを提供する会社が営利を目的とする以上、ものと同じく、その学習するデータやパーツも著作者の権利が保護されるべきです。これを妨げる要因として現在、ＡＩ運営及び開発する会社はその進化速度をあげるため、ユーザーにＡＩの学習過程を委託しており、結果、著作権保有者が知らぬところで侵害され財産を奪われています。また何を学習したかを確認/管理できないため、無法地帯になっております。よって、ＡＩ運営及び開発会社は・その学習・開発段階は自社で行ったものしか公開してはいけないこと・その学習の対象となるものは著作権者の許可を得たもののみとすること・学習の対象となった素材（パーツ）の開示義務により透明性を高める必要があると考えます。透明性を高めることにより著作者は自身の権利が守られているかどうかを確認することができ、もし権利が侵害されていた場合、通常の著作権と著作権者には差し止め、損害賠償請求、不当利得の返還を請求することを告訴できる救済手続きが妥当なのではと考えます。"
"185001345000001577","大好きなイラストレーターさんのイラストが無断でAIに学習されて、イラストレーターさんにそっくりな絵で利益を得ている人がいます。それを悲しんで大好きなイラストレーターさんは絵を描くことが辛くなっています。それならAIで好きな絵を作れば良い、なんてことはありません。イラストレーターさんが今この絵柄に至った経緯、絵に込めた思いや伝わる人柄、大好きな絵を描いたというイラストレーターさんの感情を含めて私は絵が好きなのです。現行のAIについての著作権に関する議論に不安がまだまだ多いです。どうか、AIという便利な道具を使うためではなく、生きた人間の自由と権利をより優先した議論をお願いします。"
"185001345000001578","私は趣味でイラストで創作しています。生成AIのイラストは便利で、目覚しい技術の進化を感じるのも確かですし、成果のみ見る過程を想像できない方には取り込みを行った作品の作者の苦労や努力を侮辱をしているという認識がないのも理解できます。個人として趣味の範囲で楽しむ利用としては致し方がなく、止めようのない事態だとは感じております。ですが生成した作品を営利目的に使用するのは盗作と同義なのではと思う面もあります。元々の生成AIの学習に使われている画像が許可を得ず利権を侵害している可能性が高い中で、利益追求の為にAIの作成した画像を使用することはリスクが高く、学習に使用した画像を開示する必要が出た際訴訟へと発展しかねません。使用した企業の誠実さやブランドイメージを損なうのでは、と考えております。少なくとも生成した画像の営利目的での使用は作者への取り込みたい画像の使用許可使用範囲や製品イメージなどの説明が成されており、尚且つ許可を得ているかが今後の課題かと思われます。"
"185001345000001579","現状でも生成AIによる著作元の特定が難しくなっており、そのことが創作者の間でモチベーションの低下や、利益の損失につながっております。今後もっと多くのデータが収集されてしまった場合、今よりもさらに著作元の特定が難しくなるものと思っています。生成された画像や文章を使って利益を求めることはもちろんですが、まずデータの収集から対策を行うべきだと考えます。AI技術自体には仕事の効率化など利点を感じていますが、こと創作物においては日本は特に各個人の想いが強く存在しています。これをAIという「他者が手軽に作成できる」という技術に利用されることは避けるべきだと感じます。以上の理由から生成AI（特に画像・肖像・文章など創作性の高いもの）への「データの収集」を取り締まれるような法案が制定されてほしいと思います。"
"185001345000001580","データの元となる絵を描いた人に著作権はないのか？実在する人物の写真をデータとして取り込んで使ってもなぜ肖像権侵害にならないのか？疑問が沢山残ります。"
"185001345000001581","５.各論について（１）学習・開発段階の【著作権者の利益を不当に害することとなる場合について】エ著作権者の利益を不当に害することとなる場合の具体例について（エ）本ただし書に該当し得る上記（ウ）の具体例について（学習のための複製等を防止する技術的な措置が施されている場合等の考え方）についての疑問です。AI学習のためのクローラによるウェブサイト内へのアクセスを制限させる措置を講じているウェブサイトが存在する場合、それを以て「ウェブサイトの持つデータベースの販売の準備行為」としてみなしうる記述がありますが、これだけでは条件として不十分と考えられます。クローラがウェブサイト内にアクセスするのを制限する行為は、一般には、「（単に著作物のAI学習に限らない）クローラ等の非人間によるアクセスの集中により、ウェブサイトの正常なサービスの運営（通常の人間によるアクセス等）が困難になるのを防ぐ」ことを主目的にしていることが大多数であり、AI学習のためのクローラのアクセスのみを制限することが主用途ではありません。そのため、AI学習のためのクローラに対するアクセスの制限する措置だけでは、著作物の複製等を防止するための技術措置とはなりえず、これをもってデータベースの販売行為を推認することは不適当であると思います。現状、世界中のあらゆる人間が独自にあらゆる目的のクローラを開発しているため、著作物の生成目的に限ったAI学習用のクローラを、ウェブサイト運営側（およびウェブサイト内のデータベースを販売する予定の者）が特定するのは現実的ではありません。「AI学習のための著作物の複製等を防止するための技術措置」は、現時点で定義することは困難であると考えられます。ゆえに、この観点をもって著作権法３０条の４のただし書に該当するか否かを、判断することそのものから見直すべきです。"
"185001345000001582","AIのせいで意図してない自分の写真を作られるのが嫌なので、規制して欲しいpixivなどのサイトでは、児童ポルノやグロテスクなものが投稿されていたけれど、自分がその生成物に含まれたくないから。"
"185001345000001583","AIを使用する人はクリエイターではありません。勘違いなさらないでください。"
"185001345000001584","AIと著作権に関する考え方についてですが、著作者の著作物を無断でAIに学習することは現行法の著作権法で訴えることはできないかとは思いますが、1人のイラストレーターを集中的に学習することで絵柄の模倣ができたり、他者の絵をAIで描き直せさせることができる現状は著作物が守られているとは到底思えません。AI学習に使われる絵は著作者と同意のもと行われるべきだと考えます。また、これは著作権から少し外れるかもしれませんが以下のような懸念もあります。1 人のイラストレーターを集中的に学習することで絵柄の模倣が可能ですがそれによるなりすましも横行するようになる可能性があります。これは絵に限らず、写真や声にも言えることで、政府にとっても身に覚えのあることと思います。以前AIによる岸田首相の偽発言の動画がインターネットに上げられていたことがあるかと思いますが、あのような動画が増えていくと普通の人は何が本当で何が嘘なのかわからなくなり、疑心暗鬼の世の中へとなっていく恐れがあると思います。この例は著作権というより肖像権に近いかと思いますが著作権でも同じです。そういう意味では「声」も肖像権に追加するべきかもしれませんが本意見書はAIと著作権についてなので割愛します。AIの集中学習によるイラストレーターの模倣が増えていくといずれイラストレーター本人を名乗る AI 使用者が現れ、企業や個人の客に学習元のイラストレーターになりすましてAI生成したイラストを売るというような商売を行う詐欺も横行する恐れがあるという思います。著作権的な問題だけではなくなりすましやそれによる詐欺を増やさないためにもAI学習に使われるイラストや絵、漫画等は勿論、曲や小説などの著作物全てを著作権もしくは新しい法によって守るべきかと考えます。上記を簡単に纏めると以下のようになります。・ AIに著作物を学習させる場合、無断で使用可能にするべきでない。（同意・契約が行われるべき）・ 著作物を生成AIの学習から守ることでなりすましや詐欺の防止にもなる。・ また、肖像権も生成AIの学習から守るべき。"
"185001345000001585","単刀直入に申し上げて、生成AIの開発推進は「百害あって一理なし」。全くする必要がありません。仮に権利侵害を行わない「クリーンな生成AI」が（原理的に無理ですが）が開発されたとしても、それによる利とは比較にならないほどの害があります。生成AIによる絵や音楽、文章や映像（ひっくるめて「芸術」呼びます）の生成は、それが推進されればされるほど芸術の価値そのものを棄損し、陳腐化するだけです。生成AIはその性質上、過去の作品のコピーしか作れません。新しい創造性を全く生み出さないものです。スポーツに例えるなら、「人間を模したアンドロイドや筋肉を機械改造したサイボーグが人間のスポーツの試合に紛れ込んでチート能力を発揮する」ようなもので、そんなものが紛れ込んだらスポーツ文化は破壊されるでしょう。これまで、絵筆が CG になるなど、創作の技術革新は何度も起こりました。しかし、生成AIは過去の技術革新とは全く違うミュータントのようなものです。CGが出てきたことで多くのアナログのクリエイターが失職したかもしれませんが、CGは誰かの権利侵害の上に成り立った技術ではありませんし、創造性を持つ人は新しい道具を受け入れました。CGもボーカロイドも新しい創作を生み出した偉大な技術です。しかし、生成AIは全くの別物です。属人的な能力がほば不要の「誰でも使える」ツールであるゆえに、犯罪者や悪意を持つ人、リテラシーの低い人も使いこなせてしまい、現在進行形で詐欺やポルノ被害、フェイク情報が溢れています。特定のクリエイターの作風を模倣した嫌がらせ被害も起こっています。また、その煽りで、手描きでイラストを描くクリエイターもその規制に巻き込まれるなど、多くのトラブルを起こしています。画力の高い人はこれまで賞賛を受けるだけでしたが、「AIに生成させたのではないか？」と疑われるケースも多くあります。人生をかけて技術を磨いた人、文化を作り上げたクリエイターがそんな報いを受けているのです。どうか「生成AIの推進」は見直してください。この技術は本当に必要ありません。文化庁の賢明な判断に期待します。"
"185001345000001586","模倣されたものは著作権の所在がわからず混乱の元になる。オリジナルがそこにたどり着くまでに要した費用、時間などのコストを奪う行為でありえる。"
"185001345000001587","「3.-(3)」についてAI開発事業者・AIサービス提供者に対しては、著作権侵害防止装置を技術的に実装することを事業開始後の継続的監査も含め必須とすべきです。また、該当装置の実装がないか不十分な場合の罰則も厳しめに設けるべきと思います。我が国の創作文化は、いわゆる二次創作に対する寛容さが創作者層と創作物享受層の厚みを増し、コミックマーケットに代表されるような総合的かつ長きにわたる良好なサイクルを生み出してきていることは多くの方が認めていることと思います。しかしながら、AIの悪用による弊害は「4.」項にもある通り既に現実化しており、いわゆるやったもの勝ち""を助長しているケースが目立ちます。"""
"185001345000001588","個人的な意見としては生成AIの発展は喜ばしい事ですが、それが活かされるべき舞台は例えば「かのヨハン・ゼバスティアン・バッハがもしフーガの技法を完成させていたらどのような形になっていたかをAIに作曲させて予想する」などの健全な学術的追求や「某写真編集ソフトにおける写真の欠けた部分を補完するような機能」など文化の発展に貢献する分野において使用されるべきです。検索エンジンで出せるような不特定多数の出所のわからないイラストなどから学習させたデータを用いて出力させたイラストで収益化を行なう、またはそれを作品として認めてしまうといった行為は、本来人間が持つべき創造性を阻害するものであり断じて許されるものではありません。ただし、個人もしくは法人が正式に取得した権利を有しているものを学習に使用し、そこから出力したものを直接的に用いるのではなく創作のアイデアの題材として用いるなどは問題ないと思います。"
"185001345000001589","私は印刷会社にてDTP・ デザイン業務を経験後、退職してフリーランスでDTPオペレーター兼デザイナーをしています。生成AIについては業務の簡素化や効率化に繋がる期待があり、積極的に利用すべきと考えています。印刷業が写植からDTPへ変化して、写植技術者がコンピューター操作を覚える必要が出てきたように、テクノロジー発展によって既存の技術職が淘汰されるのは必然であると考えており、少子高齢化に伴う今後の業界の人手不足に対応する為に、生成AIの研究と発展を過度に制限すべきではないという立場を取っています。この観点から下記についての意見を申し上げます。４．関係者からの様々な懸念の声について＜クリエイターや実演家等の権利者の懸念＞『クリエイターだけの意見を採用することへの問題提起』オペレーターとしての観点ですが、クリエイターのみの意見だけに着眼するのは問題であると考えます。クリエイターは自身の携わったプロジェクトを自分の作品として公表しますが、実際には作品として世に出るまでに様々な人々の尽力があります。クリエイター自身が生成AIを忌避していても、クリエイターのアイデアを世に出す為に協力している無名の人々が生成AIを必要としている状況が無視されてはならないと考えます。インフラも含めて、クリエイティブ産業全体から意見を広く募る必要があると考えます。また、彼らが主張する「無断学習」に理があるとは到底思えません。無断で閲覧されたり機械学習されたりするのが嫌ならば、電子書籍を保護するシステムや複製防止の仕組みなど相応の既存サービスがあるにも関わらず、それをしてこなかったのはクリエイター個人の怠慢に他ならないと考えます。『SNS上の自称クリエイターの主張を鵜呑みにすることへの危険性』いわゆる「反AI」的な主張する多くのSNSアカウントが作品や素性等を公開しておらず、本当に職業としてのクリエイターかどうか非常に疑わしいです。彼らはAI利用の絵描きなど個人クリエイターは些細な事でも名前を挙げて批判していますが、AI技術開発者に対して批判や意見する傾向が見られません。このことから生成AIに詳しくない同業者をターゲットに生成AI利用を感情面に訴えて牽制し、自身は裏でAI技術を積極的に利用している可能性さえあると考えられます。これらSNS上の主張に対しては慎重に検討する必要があると考えます。以上"
"185001345000001590","生成AIの利用については賛成の立場です。ですが、学習元となるもの（音楽、イラストなど種類を問わず）に対して敬意を持って運用すべきだと考えます。具体的には、生成AIへの利用に同意しているコンテンツのみを学習対象にするといった形です。少なくとも生成AIによる学習に対して忌避感があるクリエイターの創作物をその意思を無視して学習対象とすることは、クリエイターへの敬意に欠けていると感じます。"
"185001345000001591","5.各論点について（4）その他の論点について芸術の分野において作品を出す（発表する）ことはそれまでに永い年月を芸術に関する勉学に費やす過程が必要であり生成AIを使用することはその過程をほぼ全て無視する行為である。生成AIの使用を推進することはそれらの知識及び経験を持たないものも従来の作家と同じ土俵に上げてしまい、市場に粗悪品をその者に量産拡散させ、真っ当な過程を踏んだ作家から全てを奪う切っ掛けにもなってしまう。また、万が一生成AIが普及した場合、対価を必要とする作家から作品を購入する必要が無くなり分野そのものの衰退を招く恐れがある。"
"185001345000001592","以下は、イラストレーターの立場で、主にイラスト生成AIについて意見するものである。５．各論点について（１）学習・開発段階【 「非享受目的」に該当する場合について】生成AIを使用して自己の能力に基づかない作品を出力した時点で、「他者の著作物に表現された思想又は感情を自ら享受し又は他人に享受させることを目的としている」と考えられるのではないか。非享受目的で用いることができる生成AIが存在することを前提として論理を展開する昨今の議論の流れは、「学習対象の著作権問題が全てクリアになっているクリーンな生成AI」という実在しない存在を念頭に置いたものとなり、このままでは本来咎められるべき行為を許容する余地を残すことになると、強い危機感を覚えている。学習に関して「非享受目的」に該当する場合があることはまだ理解できるが、出力の段階において「非享受目的」を主張することは筋が通らないと考える。【著作権者の利益を不当に害することとなる場合について】（ウ）情報解析に活用できる形で整理したデータベースの著作物の例について学習を拒否する旨が明記されている、或いは学習を拒否する加工が施されているなど、明確に学習を拒否する意思が確認できる著作物の学習は、明確に法第30条の4の適用外とすべき。著作者が拒否しているのに何故学習対象とするのか？その著作物に特段の価値を見出しており、その著作物を利用したい、享受したいからではないのか？過去に学習された内容に関しても、現在最も有名なイラスト生成AIは無断転載サイトが基礎となっていることは既知の事実であるので、「求められる」「期待される」といった及び腰の構えではなく、咎めるべきところは明確に咎める態度を打ち出してほしい。なお、生成AIの基礎となる学習対象に著作権問題がクリアになっていない作品どころか、実在の人物の写真、児童ポルノさえもが含まれていることは国内外において既知の事実である。何故日本政府はこのようなものの活用を推進しようとしているのか、イラストレーターである前に日本人として恥ずかしく思うところである。【その他の論点】（３）生成物の著作物性について生成AIによる出力は創作ではあり得ない。生成AIで出力されたイラストに、出力者の創作的表現と呼べるものは存在せず、そこにあるのは、言葉による曖昧な表現しかできない創作能力の不足を数多の他人の作品からランダムに引用して補い、偶然それらしく整った結果を取り上げただけのものである。現状、生成AIによるイラストは、隅々まで「他者の著作物に表現された思想又は感情」によって構成されていると考えざるを得ない。それを自らの作品であり表現であるかのように振る舞う現在の生成AI愛用者に対して、踏み躙られている一人のクリエイターとして、忸怩たる思いを抱いている。法第30条の4の存在そのものと、クリエイターだけでなく実在の人々の尊厳と呼べるものさえ蹂躙して成立した邪悪な画像生成AIが誰にも咎められず未だに存在していることが、今回取り上げられた数多の論点を引き起こしているのが現実である。問題なのは技術の進歩に適応できないクリエイターではない。あまりにもモラルの無い技術に対して用意されたルールが、隙だらけ穴だらけで不十分なのである。認識を改めていただきたい。現実を見ていただきたい。法第30条の4を免罪符に、日本ではイラストが盗み放題だという話さえ聞こえてくる。もしもクリエイターと呼ばれる人々を尊重する気持ちが日本という国にまだ残っているのであれば、著作権の分野だけでなく、幅広い分野で協力して現状の生成AIを強く咎め、それでもイラスト生成AIに価値があると考えるのであれば、将来の進歩と活用に期待ができるような、クリーンな生成AIの構築を一から考えるべきだと考える。個人的な意見を述べるならば、イラスト生成AIは危険で仕事に使えない、使っただけで自分の評価が落ちる、そもそもクオリティーが低くて生産性に寄与できるレベルじゃない、何の役に立つのか全く判らないのに、あちこちで自分と同じ絵描きたちが画風を盗まれて泣いている、最低最悪の発明である。"
"185001345000001593","生成AIの学習データの利用について、著作者の許諾なく学習データとして利用されるという可能性があるのは、製作者としては常に不安を抱える状況であり、それによって創作活動を辞めてしまう危険性もあるものだと思います。また、生成AIを利用する側としても、学習元にそのようなデータが利用されていないかどうかというのは常に気にしてしまうことであり、やはり心情的な部分で忌避してしまうところがあります。どちらの立場からしても学習元データが、その著作者の許諾を得ているかどうかは重要なことだと思いますので、是非しっかりとした法整備をお願いします。消費者としても、生成AIのイラストであることで不信感を抱くのも避けたいです。さらに特定個人の絵柄を意図的に学習させてにた絵柄でイラストを生成する悪意ある行動なども目立ちます。もっとイラストなどの制作に携わる人たちの権利について厳しく考えてもらいたいです。"
"185001345000001594","現在の生成AI問題で特に顕著なものは、生成AIのしくみの不透明性もありますが、モラルがない者による生成AIの悪用です。イラストレーターの作風や絵柄に著作権が認められないのをいいことに、悪質な生成 AI利用者が一個人の作品を集中的に学習し、極度に元作品と類似した作品（容易に誤認しうるようなもの）を公開または販売する悪質な行為が蔓延しています。また、イラストレーターのなかには、公式ガイドラインで成年向けの表現を禁止されているコンテンツにおいて、ガイドラインを遵守したうえで二次創作をおこなう者もいます。しかし、悪質な生成AI利用者はそのイラストレーターの作品を集中的に学習させ、成年向け表現を付加して出力し公開、作風の極度な類似によって学習元の作者のガイドライン違反を誤認させるという事案も確認しています。わかりにくければ痴漢冤罪のようなものだと解釈してください。現在クリエイターやイラストレーターはこの行為への有効な対策が乏しい状況です。著作権が「思想または感情を創作的に表現したもの」に認められるなら、線の一本一本、陰影の配分、細かな配色に至るまで意味付けをほどこしたイラストレーターの作品の絵柄ならびに作風も「思想または感情の表現」の明確なあらわれではないのでしょうか？自らの思想・歴史性を反映した表現を統一する体系が、絵柄や作風ではないのでしょうか？一本の線にさえ著作権を認めろとはもちろん言いませんが、それらを統一した体系であるところの絵柄や作風に注目し、前述した悪質な嫌がらせ行為を防止することができるはずです。法律の整備が間に合っていないため、クリエイター側は悪質な行為に対し倫理や感情論に訴えるしかない状況になっています。法律に書かれていないことは禁止されていないことだと解釈するのは非常に愚かであさましいことですが、そういう思考の持ち主もたくさん存在するのです。創作における倫理と人間の悪意とを勘定に入れて、多角的な視点からもう一度思慮深く議論してください。"
"185001345000001595","外国のクライアントとのやりとりもある兼業イラストレーターです。現在外国では生成AIへの嫌悪感が高まっており、SNS上でも日本の企業が生成AIを使用したというニュースに外国の方のたくさんの懸念の声が上がっています。日本が生成AIへの規制を進めないと、このままでは日本のエンターテイメントは見向きをされなくなってしまいます。また現状のAIではディープフェイクの作成も容易なため、一個人としてとても不安です。自分や家族に関わるフェイク画像を作られたら…災害のフェイク画像を信じてしまったら…と不安が募るばかりです。どうか1日も早い規制をお願いいたします（生成AIで作られた物には必ず透かしを入れる、使うには免許が必要など）"
"185001345000001596","1.はじめに生成AIを中心に据え創作活動を行うクリエイターという表現は撤回して頂きたい。私は生成AIは利用せずに創作を行うクリエイターを自負している。そして私は生成AIを使用したイラストやそれを利用した動画作品をインターネット上でいくつか拝見し、実際に生成AIを利用したこともある。前述の活動を行っている人間の創作性はその発想の部分にのみ存在し、実際に生み出すという創作という部分に関しては、生成AIの技術・サービスによるものであると考える。生成AIでイラストを作成するとき、おそらく一般的には、テキストで自分のアイデアを入力し、自分の考えた通りのイラストが作成されるように、テキスト表現見直し変更などをする、という手順である。私は、この一連の行為に対して創作性を感じられない。発想を出すこと自体は多くの人間が行うことであり、私も発想は多く考えついている。そこから一歩進んで、私の場合はイラスト作品を作るという創作行為を、多くの人間が簡単に行うことができる「短文での表現」という行為と同一視されることは、クリエイターにとって侮辱的に感じると考える。また、私が拝見した「生成AIによって作成したイラストを1秒ごとに切り替え表示をする動画」などに関しても、その動画作成の段階で、スライドショー的な芸術的表現を発見することはできず、創作活動とは表現しづらいと感じている。"
"185001345000001597","「1、はじめに」にて「生成AIの利用を中心に据え、創作活動を行うクリエイター」とあるが、クリエイターとは一般的に、自身の技術やスキルを用いて己の発想を具現化し創作する人物または職業のことを指すと考えている。生成AIの利用は利用者の技術またはスキルと呼べるか甚だ疑問であり、生成AIを利用して創作活動を行う人物は利用者であって、クリエイターではないと思う。そのような括り方は生成AIを用いずに創作活動をしているクリエイターへの敬意に欠けている。5、各論点について（2）生成・利用段階の（イ）に「生成物に既存著作物との高度な類似性があること等を立証」とあるが、多数の著作権物をランダムに再現性なく生成するAIに対して権利者側が立証することは容易ではない。その点についての議論や措置が不完全に見える。生成AIは人の創作物を学習して生成を可能とするものであるが、学習元に無断かつ対価もなしに無作為に学習と生成をしてきた生成AIに対して危機的なイメージを持つ創作者は少なくない。だからこそこのようなパブリックコメントの機会が設けられたものと思うが、元の権利者の権利を守る現実的な手段もないうちに生成AIによる生成物の権利を肥大すれば、人間による創作活動は萎縮するだろう。生成AIに期待できる進歩も縮小するのではないか。児童ポルノといった犯罪行為の助長にもつながる生成AIに対して少々甘い考え方に見える。判例も少ない今の段階では難しいと思うが、創作活動を行うすべての人間とその創作物をどのように保護していくか、安心のできる策を明確に国民に提示してほしい。"
"185001345000001598","個人の意見です。３．生成AIの技術的な背景について（１）生成AIについて当方、ネットワーク上でデジタル技術によるイラスト等を発表する活動をしております。AI技術に関しては概ね肯定的な姿勢です。AI技術に関して、昨今問題として取り上げられやすいのは、•「 作者、または作者が許可した人物」以外が、AIの学習素材として、自身が著作権を持たない作品を使用することによるオリジナルの価値の暴落•AI技術の使用の有無が明確でない、または虚偽の申告により、コンテンツの市場が混乱を極めている大きく分けて以上の二点であると考えております。現在、直接的にクリエイターが声をあげている領域は（デジタル）絵画、音楽、小説など限られた分野ですが、今後の技術の向上に伴い、AI技術はさらに広い分野に波及し、いずれは「人の手を使うものづくり」そのものの存続が脅かされかねません。AIはまだ発想力が不十分であり、人間が作ったものを学習し続けることでしか生み出すことができません。しかし、AI生成物が、選別されずものづくりの市場に溢れるようになれば、人間のクリエイターは追いやられ、ものづくり技術は尻すぼみになり、AIが学習に使えたはずの新しいものまで生まれなくなるでしょう。人間、AI技術、双方にとって大変な損失になると考えます。AIや機械が人の不得手を、人がAIや機械の不得手を補完し合う現場も、少なくはないはずです。医療の現場ではAI技術によりカルテなどの管理が円滑になったでしょうし、職人がAIに技術を伝え、「弟子」として扱うことで継承しようとする話も聞き及んでおります。理想としては、そうして補完し合うことで、AI・機械が忌み嫌われることなく、人々の生活に溶け込むことだと思っております。今一度、クリエイターだけでなく多くの人が安心できるようなAI・機械技術の運用について、法改正を含めた見直しを図っていただけますと恐悦至極にございます。"
"185001345000001599","AI生成には必ず下敷きにする元画像が必要です。それはその作者が心血を注いで作成したものです。元画像の権利が踏み躙られてしまうことのない法整備を切に願います。"
"185001345000001600","AIは人間の利便性のために存在するものです人間の創作を盗み、権利を剥奪することにどのような利便性がありますか？クリエイターを排除した徹底した資本のためのAIを拒否します"
"185001345000001601","現在の状況下でAIを法的に認めるのは危険すぎると考える。理由は、現在AI生成されたものなのか誰かに描かれたイラストなのか、撮られた写真なのかを判断することが難しいからである。あるイラストレーターのイラストだけを食わせたAIはそのイラストレーターの絵と見分けがつかないAIイラストを生み出す。安価に早くイラストが生成されるなら、顧客はそちらに流れる。するともとにされたイラストレーターは廃業してしまう。また、イラストレーターに悪意を持つものが、問題のあるイラストを生成AIを用いて作成し、公に流布した場合、我々はそのイラストがAIで作られたものなのかわからないため、イラストレーターが問題があると思ってしまう。写真を食わせたAIに、特定の人物の問題のある写真を生成させた場合、その人物に対する誹謗中傷になりうる。このような問題を解決できない限り、AIを法的に認めるべきではない。"
"185001345000001602","自分が大切に、何日もかけて、かいて（書いて、描いて）、つくりあげてきたものが、一瞬にして、無断に使用されるのは、とても不快ですし、自分の作ったものが、意図しない事に使用されるのは、とても不安です。最新の技術を使わなくてどうするのか。使えない方が遅れている。そんなに言うのなら、自分も使ったらいい。そんな、意見や主張がネットやSNSで見られます。それらは、自分達を苦しめ、窮地に追い込むという危機感が感じられません。そう遠くない未来に、やがて想像しなかった事を引き起こしそうです。心血を注ぎ、誰かに届くはずだった、作品が簡単に奪われ、使われる事は、とても残念ですし、憤りを感じます。「にせもの」だらけのもので作られたものを賞賛し、持ち上げる風潮は、大きなうねりになり、最悪の事態になりかねない事も、不安です。ただ、それを使いこなせるというだけで、今までの道のりや技術を蔑ろにする姿勢や言動も、とてもみていられませんし、そのような主張は、非常に辛いです。それらは、大きな組織では、小さな出来事にみえるでしょうが、様々な事件の根本に関わるひとつの要因になりそうで、今も心配です。亡くなった人たちの作品、声を再現するのは、遺族の方やそれに関わってきた方々にとって複雑な心境だと思います。今現在活躍されている方々も。以上のような事を、「考え」「想像」できないようならば、AIの使用などは、きちんと規制した方がいいと思います。先のSF小説のような事が、何か大きな事件や事故、出来事が起きてからは遅いと思います。全ての創作者が、これからも安心して作品を生み出せる、そんな環境と規制、法設備と、賢明な判断を望みます。"
